Arrow;Action
The Big Bang Theory;Comedy
Camelot;Fantasy
Chapelle's Show;Comedy
Continuum;SciFi
Defiance;SciFi
Earth: Final Conflict;SciFi
Falling Skies;SciFi
Firefly;SciFi
The Flash (2014);Action
Game of Thrones;Fantasy
Grimm;Fantasy
The Last Man on Earth;Comedy
MacGyver;Action
Outlander;Fantasy
Revolution;SciFi
Riese: Kingdom Falling;Fantasy
Rome;Action
Shameless;Comedy
The Shannara Chronicles;Fantasy
Terra Nova;SciFi
Vikings;Action
Vikings: Athelstan's Journal;Action
The Walking Dead;Action
